,artist,date,venue,city,year,setlist,venue_alt,city_alt,tour_name,start,end,url,venue_capacity,avg_price,country
0,The Rolling Stones,1962-07-12,Marquee Club,London,1962,"['Kansas City', ""Baby, What's Wrong"", ""Confessin' the Blues"", 'Bright Lights, Big City', ""I Believe I'll Dust My Broom"", 'Down the Road Apiece', 'Mad Love (I Want You to Love Me)', 'Bad Boy', ""I Ain't Got You"", 'Hush Hush', ""Ride 'Em on Down"", 'Back in the U.S.A.', 'Kind of Lonesome', 'Blues Before Sunrise', 'Big Boss Man', ""Don't Stay Out All Night"", 'Tell Me That You Love Me', 'Happy Home', 'Doing the Crawdaddy', ""Got My Mo-Jo Working (But It Just Won't Work on You)""]",Marquee Club,"London, England",,,,https://www.setlist.fm/setlist/the-rolling-stones/1962/marquee-club-london-england-3d6bd6f.html,700.0,3.5,United Kingdom
1,The Rolling Stones,1962-07-28,Ealing Jazz Club,London,1962,,,,,,,,,3.5,United Kingdom
2,The Rolling Stones,1962-08-04,William Morris Hall,South Oxhey,1962,"['Dimples', ""Slippin' and Slidin' (Peepin' and Hidin')"", 'I Got My Brand on You', 'The Moon Is Rising (Blues at Sunrise)', ""I'm Movin' On""]",William Morris Club,"London, England",,,,https://www.setlist.fm/setlist/the-rolling-stones/1962/william-morris-club-london-england-73a85ac1.html,,,United Kingdom
3,The Rolling Stones,1962-09-08,Ealing Jazz Club,London,1962,,,,,,,,,3.5,United Kingdom
4,The Rolling Stones,1962-09-13,Marquee Club,London,1962,,,,,,,,700.0,,United Kingdom
5,The Rolling Stones,1962-09-15,Ealing Jazz Club,London,1962,,,,,,,,,3.5,United Kingdom
6,The Rolling Stones,1962-09-22,Ealing Jazz Club,London,1962,"[""Crawlin' King Snake"", 'Dimples', 'Bo Diddley', ""I Believe I'll Dust My Broom""]",Ealing Jazz Club,"London, England",,,,https://www.setlist.fm/setlist/the-rolling-stones/1962/ealing-jazz-club-london-england-4bd7cb02.html,,3.5,United Kingdom
7,The Rolling Stones,1962-09-27,Marquee Club,London,1962,,,,,,,,700.0,5.0,United Kingdom
8,The Rolling Stones,1962-09-29,Ealing Jazz Club,London,1962,,,,,,,,,3.5,United Kingdom
9,The Rolling Stones,1962-10-04,Marquee Club,London,1962,,,,,,,,700.0,,United Kingdom
10,The Rolling Stones,1962-10-05,Woodstock Hotel,North Cheam,1962,"['Roll Over Beethoven', 'Road Runner', 'Tell Me That You Love Me', 'Tiger in Your Tank', 'Bright Lights, Big City', 'Pretty Thing', 'Nursery Rhyme', ""Confessin' the Blues"", ""You Can't Judge a Book by the Cover"", 'The Sun Is Shining', 'Let Me Love You Baby', ""I'm a Hog for You"", ""Honey, What's Wrong"", 'Too Close Together', 'Johnny B. Goode', 'Beautiful Delilah']",Woodstock Hotel,"London, England",,,,https://www.setlist.fm/setlist/the-rolling-stones/1962/woodstock-hotel-london-england-3d6f5b7.html,,3.5,United Kingdom
11,The Rolling Stones,1962-10-06,Ealing Jazz Club,London,1962,,,,,,,,,,United Kingdom
12,The Rolling Stones,1962-10-13,Ealing Jazz Club,London,1962,,,,,,,,,3.5,United Kingdom
13,The Rolling Stones,1962-10-20,Ealing Jazz Club,London,1962,,,,,,,,,3.5,United Kingdom
14,The Rolling Stones,1962-10-27,Ealing Jazz Club,London,1962,,,,,,,,,3.5,United Kingdom
15,The Rolling Stones,1962-11-06,Ealing Jazz Club,London,1962,,,,,,,,,3.5,United Kingdom
16,The Rolling Stones,1962-11-07,William Morris Hall,South Oxhey,1962,,,,,,,,,3.5,United Kingdom
17,The Rolling Stones,1962-11-13,Ealing Jazz Club,London,1962,,,,,,,,,3.5,United Kingdom
18,The Rolling Stones,1962-11-14,William Morris Hall,South Oxhey,1962,,,,,,,,,3.5,United Kingdom
19,The Rolling Stones,1962-11-18,"Ken Colyer Jazz Club, Studio 51",London,1962,,,,,,,,,,United Kingdom
20,The Rolling Stones,1962-11-20,Ealing Jazz Club,London,1962,,,,,,,,,3.5,United Kingdom
21,The Rolling Stones,1962-11-21,William Morris Hall,South Oxhey,1962,,,,,,,,,3.5,United Kingdom
22,The Rolling Stones,1962-11-23,Red Lion Pub,Sutton,1962,,,,,,,,,2.5,United States
23,The Rolling Stones,1962-11-25,"Ken Colyer Jazz Club, Studio 51",London,1962,,,,,,,,,3.5,United Kingdom
24,The Rolling Stones,1962-11-27,Ealing Jazz Club,London,1962,,,,,,,,,3.5,United Kingdom
25,The Rolling Stones,1962-11-28,William Morris Hall,South Oxhey,1962,,,,,,,,,,United Kingdom
26,The Rolling Stones,1962-11-30,Piccadilly Jazz Club,London,1962,,,,,,,,,3.5,United Kingdom
27,The Rolling Stones,1962-12-02,"Ken Colyer Jazz Club, Studio 51",London,1962,,,,,,,,,3.5,United Kingdom
28,The Rolling Stones,1962-12-04,Ealing Jazz Club,London,1962,"['Sweet Little Sixteen', 'Blues Before Sunrise', 'Soon Forgotten', 'La bamba', 'Smokestack Lightning', 'My Babe']",Ealing Jazz Club,"London, England",,,,https://www.setlist.fm/setlist/the-rolling-stones/1962/ealing-jazz-club-london-england-53d7cb01.html,,3.5,United Kingdom
29,The Rolling Stones,1962-12-05,William Morris Hall,South Oxhey,1962,,,,,,,,,3.5,United Kingdom
30,The Rolling Stones,1962-12-07,Red Lion Pub,Sutton,1962,"[""I'm Talking About You"", 'Bright Lights, Big City', ""I'm a Hog for You"", 'Tiger in Your Tank', 'If You Need Me', ""I Ain't Got No Money"", 'Still a Fool', 'The Sun Is Shining', ""Got My Mo-Jo Working (But It Just Won't Work on You)"", ""I'm Your Hoochie Coochie Man"", 'Blueberry Hill', 'Fortune Teller', 'Sweet Little Sixteen', 'Road Runner', 'Hey Crawdaddy']",Red Lion Pub,"Sutton, England",,,,https://www.setlist.fm/setlist/the-rolling-stones/1962/red-lion-pub-sutton-england-bd6f5b6.html,,2.5,United States
31,The Rolling Stones,1962-12-09,"Ken Colyer Jazz Club, Studio 51",London,1962,,,,,,,,,,United Kingdom
32,The Rolling Stones,1962-12-11,Ealing Jazz Club,London,1962,,,,,,,,,3.5,United Kingdom
33,The Rolling Stones,1962-12-12,Sidcup Art College,Sidcup,1962,,,,,,,,,,United Kingdom
34,The Rolling Stones,1962-12-14,"Ricky Tick Club, Star & Garter Pub",Windsor,1962,,,,,,,,,3.5,Canada
35,The Rolling Stones,1962-12-15,"St Mary's Church Hall, Putney",London,1962,,,,,,,,,3.5,United Kingdom
36,The Rolling Stones,1962-12-18,Ealing Jazz Club,London,1962,,,,,,,,,2.5,United Kingdom
37,The Rolling Stones,1962-12-21,Red Lion Pub,Sutton,1962,,,,,,,,,2.5,United States
38,The Rolling Stones,1962-12-22,Sandover Hall,Richmond,1962,['Tiger in Your Tank'],Sandover Hall,"Richmond upon Thames, England",,,,https://www.setlist.fm/setlist/the-rolling-stones/1962/sandover-hall-richmond-upon-thames-england-5bd7cb00.html,,3.5,United States
39,The Rolling Stones,1962-12-26,Piccadilly Jazz Club,London,1962,,,,,,,,,3.5,United Kingdom
40,The Rolling Stones,1962-12-29,Ealing Jazz Club,London,1962,,,,,,,,,3.5,United Kingdom
41,The Rolling Stones,1962-12-30,"Green Man, Blackheath",London,1962,,,,,,,,,,United Kingdom
42,The Rolling Stones,1963-01-03,Marquee Club,London,1963,['Bo Diddley'],Marquee Club,"London, England",,,,https://www.setlist.fm/setlist/the-rolling-stones/1963/marquee-club-london-england-1bc6b120.html,700.0,2.5,United Kingdom
43,The Rolling Stones,1963-01-04,Red Lion Pub,Sutton,1963,"['Bo Diddley', 'Sweet Little Sixteen']",Red Lion Pub,"Sutton, England",,,,https://www.setlist.fm/setlist/the-rolling-stones/1963/red-lion-pub-sutton-england-bc6b126.html,,2.5,United States
44,The Rolling Stones,1963-01-05,Sandover Hall,Richmond,1963,"[""Confessin' the Blues"", 'Diddley Daddy', 'Bring It to Jerome', 'Bo Diddley']",Unknown Venue,"London, England",,,,https://www.setlist.fm/setlist/the-rolling-stones/1963/unknown-venue-london-england-33cf2895.html,,3.5,United States
45,The Rolling Stones,1963-01-07,Flamingo Jazz Club,London,1963,"[""Confessin' the Blues""]",Flamingo Club,"London, England",,,,https://www.setlist.fm/setlist/the-rolling-stones/1963/flamingo-club-london-england-13c6b125.html,,3.5,United Kingdom
46,The Rolling Stones,1963-01-10,Marquee Club,London,1963,['Bo Diddley'],Marquee Club,"London, England",,,,https://www.setlist.fm/setlist/the-rolling-stones/1963/marquee-club-london-england-23cfb0fb.html,700.0,3.5,United Kingdom
47,The Rolling Stones,1963-01-11,"Ricky Tick Club, Star & Garter Pub",Windsor,1963,,,,,,,,,,Canada
48,The Rolling Stones,1963-01-12,Ealing Jazz Club,London,1963,,,,,,,,,2.5,United Kingdom
49,The Rolling Stones,1963-01-14,Flamingo Jazz Club,London,1963,"['Mona', 'Tiger in Your Tank', 'Cops and Robbers', 'No Money Down', 'Dimples', 'Pretty Thing', 'Bright Lights, Big City', 'Honest I Do', 'Around and Around', 'Beautiful Delilah', 'Jaguar and Thunderbird']",Flamingo Club,"London, England",,,,https://www.setlist.fm/setlist/the-rolling-stones/1963/flamingo-club-london-england-1bd6f5b4.html,,3.5,United Kingdom
50,The Rolling Stones,1963-01-17,Marquee Club,London,1963,,,,,,,,700.0,5.0,United Kingdom
51,The Rolling Stones,1963-01-18,Red Lion Pub,Sutton,1963,,,,,,,,,2.5,United States
52,The Rolling Stones,1963-01-19,Ealing Jazz Club,London,1963,,,,,,,,,3.5,United Kingdom
53,The Rolling Stones,1963-01-21,Flamingo Jazz Club,London,1963,,,,,,,,,3.5,United Kingdom
54,The Rolling Stones,1963-01-23,Red Lion Pub,Sutton,1963,,,,,,,,,2.5,United States
55,The Rolling Stones,1963-01-25,"Ricky Tick Club, Star & Garter Pub",Windsor,1963,,,,,,,,,3.5,Canada
56,The Rolling Stones,1963-01-26,Ealing Jazz Club,London,1963,,,,,,,,,3.5,United Kingdom
57,The Rolling Stones,1963-01-28,Flamingo Jazz Club,London,1963,,,,,,,,,3.5,United Kingdom
58,The Rolling Stones,1963-01-31,Marquee Club,London,1963,,,,,,,,700.0,3.5,United Kingdom
59,The Rolling Stones,1963-02-01,"Ricky Tick Club, Star & Garter Pub",Windsor,1963,,,,,,,,,3.5,Canada
60,The Rolling Stones,1963-02-02,Ealing Jazz Club,London,1963,,,,,,,,,3.5,United Kingdom
61,The Rolling Stones,1963-02-05,Ealing Jazz Club,London,1963,,,,,,,,,3.5,United Kingdom
62,The Rolling Stones,1963-02-06,Red Lion Pub,Sutton,1963,,,,,,,,,2.5,United States
63,The Rolling Stones,1963-02-07,"Haringay Jazz Club, Manor House Pub",London,1963,,,,,,,,,3.5,United Kingdom
64,The Rolling Stones,1963-02-08,"Ricky Tick Club, Star & Garter Pub",Windsor,1963,['Route 66'],The Star & Garter,"Windsor, England",,,,https://www.setlist.fm/setlist/the-rolling-stones/1963/the-star-and-garter-windsor-england-13cbe945.html,,3.5,Canada
65,The Rolling Stones,1963-02-09,Ealing Jazz Club,London,1963,,,,,,,,,3.5,United Kingdom
66,The Rolling Stones,1963-02-12,Ealing Jazz Club,London,1963,,,,,,,,,3.5,United Kingdom
67,The Rolling Stones,1963-02-14,"Haringay Jazz Club, Manor House Pub",London,1963,,,,,,,,,3.5,United Kingdom
68,The Rolling Stones,1963-02-16,Ealing Jazz Club,London,1963,,,,,,,,,3.5,United Kingdom
69,The Rolling Stones,1963-02-19,Ealing Jazz Club,London,1963,,,,,,,,,3.5,United Kingdom
70,The Rolling Stones,1963-02-20,Red Lion Pub,Sutton,1963,,,,,,,,,5.0,United States
71,The Rolling Stones,1963-02-21,"Haringay Jazz Club, Manor House Pub",London,1963,,,,,,,,,3.5,United Kingdom
72,The Rolling Stones,1963-02-22,"Ricky Tick Club, Star & Garter Pub",Windsor,1963,,,,,,,,,3.5,Canada
73,The Rolling Stones,1963-02-23,Ealing Jazz Club,London,1963,,,,,,,,,3.5,United Kingdom
74,The Rolling Stones,1963-02-24,Station Hotel,Richmond,1963,,,,,,,,,2.5,United States
75,The Rolling Stones,1963-02-28,"Haringay Jazz Club, Manor House Pub",London,1963,,,,,,,,,3.5,United Kingdom
76,The Rolling Stones,1963-03-02,Ealing Jazz Club,London,1963,,,,,,,,,3.5,United Kingdom
77,The Rolling Stones,1963-03-03,"Ken Colyer Jazz Club, Studio 51",London,1963,"['Route 66', 'Little Egypt', 'Poison Ivy', ""I'm All Right"", ""I'm a King Bee"", 'You Better Move On', 'Nadine (Is It You?)', ""You Can't Judge a Book by the Cover"", 'Honest I Do', 'I Want to Be Loved', 'Beautiful Delilah', 'Memphis, Tennessee', 'Walking the Dog', 'Pretty Thing', 'Hey Crawdaddy']",Crawdaddy Club,"Station Hotel, Richmond upon Thames, England",,,,https://www.setlist.fm/setlist/the-rolling-stones/1963/crawdaddy-club-station-hotel-richmond-upon-thames-england-3d6f5ab.html,,5.0,United Kingdom
78,The Rolling Stones,1963-03-03,Station Hotel,Richmond,1963,"['Route 66', 'Little Egypt', 'Poison Ivy', ""I'm All Right"", ""I'm a King Bee"", 'You Better Move On', 'Nadine (Is It You?)', ""You Can't Judge a Book by the Cover"", 'Honest I Do', 'I Want to Be Loved', 'Beautiful Delilah', 'Memphis, Tennessee', 'Walking the Dog', 'Pretty Thing', 'Hey Crawdaddy']",Crawdaddy Club,"Station Hotel, Richmond upon Thames, England",,,,https://www.setlist.fm/setlist/the-rolling-stones/1963/crawdaddy-club-station-hotel-richmond-upon-thames-england-3d6f5ab.html,,3.5,United States
79,The Rolling Stones,1963-03-06,Red Lion Pub,Sutton,1963,,,,,,,,,5.0,United States
80,The Rolling Stones,1963-03-07,"Haringay Jazz Club, Manor House Pub",London,1963,,,,,,,,,3.5,United Kingdom
81,The Rolling Stones,1963-03-08,"Ricky Tick Club, Star & Garter Pub",Windsor,1963,,,,,,,,,2.5,Canada
82,The Rolling Stones,1963-03-09,Wooden Bridge Hotel,Guildford,1963,,,,,,,,,3.5,United Kingdom
83,The Rolling Stones,1963-03-10,"Ken Colyer Jazz Club, Studio 51",London,1963,,,,,,,,,5.0,United Kingdom
84,The Rolling Stones,1963-03-10,Station Hotel,Richmond,1963,,,,,,,,,3.5,United States
85,The Rolling Stones,1963-03-14,"Haringay Jazz Club, Manor House Pub",London,1963,,,,,,,,,3.5,United Kingdom
86,The Rolling Stones,1963-03-15,"Ricky Tick Club, Star & Garter Pub",Windsor,1963,,,,,,,,,2.5,Canada
87,The Rolling Stones,1963-03-17,"Ken Colyer Jazz Club, Studio 51",London,1963,,,,,,,,,3.5,United Kingdom
88,The Rolling Stones,1963-03-17,Station Hotel,Richmond,1963,,,,,,,,,3.5,United States
89,The Rolling Stones,1963-03-20,Red Lion Pub,Sutton,1963,,,,,,,,,2.5,United States
90,The Rolling Stones,1963-03-22,"Ricky Tick Club, Star & Garter Pub",Windsor,1963,,,,,,,,,3.5,Canada
91,The Rolling Stones,1963-03-24,"Ken Colyer Jazz Club, Studio 51",London,1963,,,,,,,,,5.0,United Kingdom
92,The Rolling Stones,1963-03-24,Station Hotel,Richmond,1963,,,,,,,,,2.5,United States
93,The Rolling Stones,1963-03-29,"Ricky Tick Club, Star & Garter Pub",Windsor,1963,,,,,,,,,3.5,Canada
94,The Rolling Stones,1963-03-30,Wooden Bridge Hotel,Guildford,1963,,,,,,,,,3.5,United Kingdom
95,The Rolling Stones,1963-03-31,"Ken Colyer Jazz Club, Studio 51",London,1963,,,,,,,,,3.5,United Kingdom
96,The Rolling Stones,1963-03-31,Station Hotel,Richmond,1963,,,,,,,,,2.5,United States
97,The Rolling Stones,1963-04-03,Red Lion Pub,Sutton,1963,,,,,,,,,5.0,United States
98,The Rolling Stones,1963-04-07,"Ken Colyer Jazz Club, Studio 51",London,1963,,,,,,,,,3.5,United Kingdom
99,The Rolling Stones,1963-04-07,"Crawdaddy Club, Station Hotel",Richmond,1963,,,,,,,,,2.5,United States
100,The Rolling Stones,1963-04-14,"Ken Colyer Jazz Club, Studio 51",London,1963,['Pretty Thing'],Crawdaddy Club,"Station Hotel, Richmond upon Thames, England",,,,https://www.setlist.fm/setlist/the-rolling-stones/1963/crawdaddy-club-station-hotel-richmond-upon-thames-england-73e88e49.html,,3.5,United Kingdom
101,The Rolling Stones,1963-04-14,"Crawdaddy Club, Station Hotel",Richmond,1963,['Pretty Thing'],Crawdaddy Club,"Station Hotel, Richmond upon Thames, England",,,,https://www.setlist.fm/setlist/the-rolling-stones/1963/crawdaddy-club-station-hotel-richmond-upon-thames-england-73e88e49.html,,2.5,United States
102,The Rolling Stones,1963-04-19,Wooden Bridge Hotel,Guildford,1963,,,,,,,,,3.5,United Kingdom
103,The Rolling Stones,1963-04-21,"Crawdaddy Club, Station Hotel",Richmond,1963,,,,,,,,200.0,3.5,United States
104,The Rolling Stones,1963-04-24,Eel Pie Island,Twickenham,1963,,,,,,,,,2.5,United Kingdom
105,The Rolling Stones,1963-04-26,"Ricky Tick Club, Star & Garter Pub",Windsor,1963,,,,,,,,,3.5,Canada
106,The Rolling Stones,1963-04-28,"Ken Colyer Jazz Club, Studio 51",London,1963,"[""Ain't That Lovin' You Baby"", 'Bright Lights, Big City', 'Close Together', 'Soon Forgotten', 'Shame, Shame, Shame', ""I'm Talking About You"", 'Memphis, Tennessee', 'I Just Want to Make Love to You', 'I Want You to Know', ""I'm Bad Like Jesse James"", 'Little Egypt', ""I'm All Right"", 'Pretty Thing', 'Hey Crawdaddy']",Crawdaddy Club,"Station Hotel, Richmond upon Thames, England",,,,https://www.setlist.fm/setlist/the-rolling-stones/1963/crawdaddy-club-station-hotel-richmond-upon-thames-england-bd6f5aa.html,,5.0,United Kingdom
107,The Rolling Stones,1963-04-28,"Crawdaddy Club, Station Hotel",Richmond,1963,"[""Ain't That Lovin' You Baby"", 'Bright Lights, Big City', 'Close Together', 'Soon Forgotten', 'Shame, Shame, Shame', ""I'm Talking About You"", 'Memphis, Tennessee', 'I Just Want to Make Love to You', 'I Want You to Know', ""I'm Bad Like Jesse James"", 'Little Egypt', ""I'm All Right"", 'Pretty Thing', 'Hey Crawdaddy']",Crawdaddy Club,"Station Hotel, Richmond upon Thames, England",,,,https://www.setlist.fm/setlist/the-rolling-stones/1963/crawdaddy-club-station-hotel-richmond-upon-thames-england-bd6f5aa.html,,5.0,United States
108,The Rolling Stones,1963-05-01,Eel Pie Island,Twickenham,1963,,,,,,,,200.0,3.5,United Kingdom
109,The Rolling Stones,1963-05-03,"Ricky Tick Club, Star & Garter Pub",Windsor,1963,,,,,,,,,3.5,Canada
110,The Rolling Stones,1963-05-04,Battersea Pleasure Gardens,London,1963,,,,,,,,,3.5,United Kingdom
111,The Rolling Stones,1963-05-05,"Ken Colyer Jazz Club, Studio 51",London,1963,,,,,,,,,3.5,United Kingdom
112,The Rolling Stones,1963-05-05,"Crawdaddy Club, Station Hotel",Richmond,1963,,,,,,,,,3.5,United States
113,The Rolling Stones,1963-05-08,Eel Pie Island,Twickenham,1963,,,,,,,,,3.5,United Kingdom
114,The Rolling Stones,1963-05-12,"Ken Colyer Jazz Club, Studio 51",London,1963,,,,,,,,,5.0,United Kingdom
115,The Rolling Stones,1963-05-12,"Crawdaddy Club, Station Hotel",Richmond,1963,,,,,,,,,3.5,United States
116,The Rolling Stones,1963-05-15,Eel Pie Island,Twickenham,1963,,,,,,,,,3.5,United Kingdom
117,The Rolling Stones,1963-05-17,Wooden Bridge Hotel,Guildford,1963,,,,,,,,,3.5,United Kingdom
118,The Rolling Stones,1963-05-19,"Ken Colyer Jazz Club, Studio 51",London,1963,,,,,,,,,3.5,United Kingdom
119,The Rolling Stones,1963-05-19,"Crawdaddy Club, Station Hotel",Richmond,1963,,,,,,,,,2.5,United States
120,The Rolling Stones,1963-05-22,Eel Pie Island,Twickenham,1963,,,,,,,,,3.5,United Kingdom
121,The Rolling Stones,1963-05-24,"Ricky Tick Club, Star & Garter Pub",Windsor,1963,,,,,,,,,3.5,Canada
122,The Rolling Stones,1963-05-26,"Ken Colyer Jazz Club, Studio 51",London,1963,,,,,,,,,5.0,United Kingdom
123,The Rolling Stones,1963-05-26,"Crawdaddy Club, Station Hotel",Richmond,1963,,,,,,,,,3.5,United States
124,The Rolling Stones,1963-05-29,Eel Pie Island,Twickenham,1963,,,,,,,,,3.5,United Kingdom
125,The Rolling Stones,1963-05-31,"Ricky Tick Club, Star & Garter Pub",Windsor,1963,,,,,,,,,5.0,Canada
126,The Rolling Stones,1963-06-02,"Ken Colyer Jazz Club, Studio 51",London,1963,,,,,,,,,5.0,United Kingdom
127,The Rolling Stones,1963-06-02,"Crawdaddy Club, Station Hotel",Richmond,1963,,,,,,,,,3.5,United States
128,The Rolling Stones,1963-06-03,"Ken Colyer Jazz Club, Studio 51",London,1963,,,,,,,,,3.5,United Kingdom
129,The Rolling Stones,1963-06-05,Eel Pie Island,Twickenham,1963,,,,,,,,,3.5,United Kingdom
130,The Rolling Stones,1963-06-07,Wooden Bridge Hotel,Guildford,1963,,,,,,,,,3.5,United Kingdom
131,The Rolling Stones,1963-06-09,"Ken Colyer Jazz Club, Studio 51",London,1963,,,,,,,,,3.5,United Kingdom
132,The Rolling Stones,1963-06-09,"Crawdaddy Club, Station Hotel",Richmond,1963,,,,,,,,,3.5,United States
133,The Rolling Stones,1963-06-10,"Ken Colyer Jazz Club, Studio 51",London,1963,,,,,,,,,5.0,United Kingdom
134,The Rolling Stones,1963-06-12,Eel Pie Island,Twickenham,1963,,,,,,,,,3.5,United Kingdom
135,The Rolling Stones,1963-06-14,"Ricky Tick Club, Star & Garter Pub",Windsor,1963,,,,,,,,,5.0,Canada
136,The Rolling Stones,1963-06-15,"Ken Colyer Jazz Club, Studio 51",London,1963,,,,,,,,,3.5,United Kingdom
137,The Rolling Stones,1963-06-16,"Ken Colyer Jazz Club, Studio 51",London,1963,,,,,,,,,3.5,United Kingdom
138,The Rolling Stones,1963-06-16,"Crawdaddy Club, Station Hotel",Richmond,1963,,,,,,,,,2.5,United States
139,The Rolling Stones,1963-06-19,Eel Pie Island,Twickenham,1963,,,,,,,,,3.5,United Kingdom
140,The Rolling Stones,1963-06-20,Scene Club,London,1963,,,,,,,,,5.0,United Kingdom
141,The Rolling Stones,1963-06-21,"Ricky Tick Club, Star & Garter Pub",Windsor,1963,,,,,,,,,3.5,Canada
142,The Rolling Stones,1963-06-22,Wooden Bridge Hotel,Guildford,1963,,,,,,,,,3.5,United Kingdom
143,The Rolling Stones,1963-06-23,"Ken Colyer Jazz Club, Studio 51",London,1963,,,,,,,,,5.0,United Kingdom
144,The Rolling Stones,1963-06-24,"Ken Colyer Jazz Club, Studio 51",London,1963,,,,,,,,,3.5,United Kingdom
145,The Rolling Stones,1963-06-26,Eel Pie Island,Twickenham,1963,,,,,,,,,3.5,United Kingdom
146,The Rolling Stones,1963-06-27,Scene Club,London,1963,,,,,,,,,5.0,United Kingdom
147,The Rolling Stones,1963-06-28,"Ricky Tick Club, Star & Garter Pub",Windsor,1963,,,,,,,,,3.5,Canada
148,The Rolling Stones,1963-06-30,"Crawdaddy Club, Richmond Athletic Club",Richmond,1963,,,,,,,,,5.0,United States
149,The Rolling Stones,1963-07-01,"Ken Colyer Jazz Club, Studio 51",London,1963,,,,,,,,,5.0,United Kingdom
150,The Rolling Stones,1963-07-03,Eel Pie Island,Twickenham,1963,,,,,,,,,5.0,United Kingdom
151,The Rolling Stones,1963-07-04,Scene Club,London,1963,,,,,,,,,5.0,United Kingdom
152,The Rolling Stones,1963-07-05,"Ricky Tick Club, Star & Garter Pub",Windsor,1963,,,,,,,,,3.5,Canada
153,The Rolling Stones,1963-07-08,"Ken Colyer Jazz Club, Studio 51",London,1963,,,,,,,,,5.0,United Kingdom
154,The Rolling Stones,1963-07-10,Eel Pie Island,Twickenham,1963,,,,,,,,,3.5,United Kingdom
155,The Rolling Stones,1963-07-11,Scene Club,London,1963,,,,,,,,,5.0,United Kingdom
156,The Rolling Stones,1963-07-12,"Design College, Eel Pie Island",Twickenham,1963,,,,,,,,,3.5,United Kingdom
157,The Rolling Stones,1963-07-13,Outlook Club,Middlesbrough,1963,,,,,,,,,5.0,United Kingdom
158,The Rolling Stones,1963-07-14,"Ken Colyer Jazz Club, Studio 51",London,1963,,,,,,,,,5.0,United Kingdom
159,The Rolling Stones,1963-07-14,"Crawdaddy Club, Richmond Athletic Club",Richmond,1963,,,,,,,,,5.0,United States
160,The Rolling Stones,1963-07-15,"Ken Colyer Jazz Club, Studio 51",London,1963,,,,,,,,,5.0,United Kingdom
161,The Rolling Stones,1963-07-17,Eel Pie Island,Twickenham,1963,,,,,,,,,2.5,United Kingdom
162,The Rolling Stones,1963-07-20,Corn Exchange,Wisbech,1963,,,,,,,,,3.5,United Kingdom
163,The Rolling Stones,1963-07-21,"Ken Colyer Jazz Club, Studio 51",London,1963,,,,,,,,,5.0,United Kingdom
164,The Rolling Stones,1963-07-21,"Crawdaddy Club, Richmond Athletic Club",Richmond,1963,,,,,,,,,5.0,United States
165,The Rolling Stones,1963-07-22,"Ken Colyer Jazz Club, Studio 51",London,1963,,,,,,,,,5.0,United Kingdom
166,The Rolling Stones,1963-07-24,Eel Pie Island,Twickenham,1963,,,,,,,,,3.5,United Kingdom
167,The Rolling Stones,1963-07-26,"Ricky Tick Club, Star & Garter Pub",Windsor,1963,,,,,,,,,5.0,Canada
168,The Rolling Stones,1963-07-27,California Ballroom,Dunstable,1963,,,,,,,,,5.0,United Kingdom
169,The Rolling Stones,1963-07-28,"Ken Colyer Jazz Club, Studio 51",London,1963,,,,,,,,,5.0,United Kingdom
170,The Rolling Stones,1963-07-28,"Crawdaddy Club, Richmond Athletic Club",Richmond,1963,,,,,,,,,5.0,United States
171,The Rolling Stones,1963-07-29,"Ken Colyer Jazz Club, Studio 51",London,1963,,,,,,,,,5.0,United Kingdom
172,The Rolling Stones,1963-07-30,British Legion Hall,Slough,1963,,,,,,,,,2.5,United Kingdom
173,The Rolling Stones,1963-07-31,Eel Pie Island,Twickenham,1963,,,,,,,,,3.5,United Kingdom
174,The Rolling Stones,1963-08-02,Wooden Bridge Hotel,Guildford,1963,,,,,,,,,3.5,United Kingdom
175,The Rolling Stones,1963-08-03,St Leonard's Hall,Horsham,1963,,,,,,,,,5.0,United Kingdom
176,The Rolling Stones,1963-08-04,"Ken Colyer Jazz Club, Studio 51",London,1963,,,,,,,,,5.0,United Kingdom
177,The Rolling Stones,1963-08-04,"Crawdaddy Club, Richmond Athletic Club",Richmond,1963,,,,,,,,,5.0,United States
178,The Rolling Stones,1963-08-05,Botwell House,Hayes,1963,,,,,,,,,5.0,France
179,The Rolling Stones,1963-08-06,"Ricky Tick Club, Thames Hotel",Windsor,1963,,,,,,,,,3.5,Canada
180,The Rolling Stones,1963-08-07,Eel Pie Island,Twickenham,1963,,,,,,,,,3.5,United Kingdom
181,The Rolling Stones,1963-08-09,California Ballroom,Dunstable,1963,,,,,,,,,5.0,United Kingdom
182,The Rolling Stones,1963-08-10,"Plaza Theatre, Handsworth",Birmingham,1963,,,,,,,,,3.5,United Kingdom
183,The Rolling Stones,1963-08-10,"Plaza Ballroom, Old Hill",Birmingham,1963,,,,,,,,,3.5,United Kingdom
184,The Rolling Stones,1963-08-11,"Ken Colyer Jazz Club, Studio 51",London,1963,,,,,,,,,5.0,United Kingdom
185,The Rolling Stones,1963-08-11,Richmond Athletic Club,Richmond,1963,,,,,,,,,5.0,United States
186,The Rolling Stones,1963-08-12,"Ken Colyer Jazz Club, Studio 51",London,1963,,,,,,,,,5.0,United Kingdom
187,The Rolling Stones,1963-08-13,Town Hall,High Wycombe,1963,,,,,,,,,3.5,United Kingdom
188,The Rolling Stones,1963-08-14,Eel Pie Island,Twickenham,1963,,,,,,,,,3.5,United Kingdom
