,artist,date,venue,city,year,setlist,venue_alt,city_alt,tour_name,start,end,url,venue_capacity,avg_price,country
596,The Rolling Stones,1964-09-06,Odeon Theatre,Leicester,1964,,,,,,,,,5.5,United Kingdom
597,The Rolling Stones,1964-09-06,Odeon Theatre,Leicester,1964,,,,,,,,2200.0,5.5,United Kingdom
598,The Rolling Stones,1964-09-08,Odeon Theatre,Colchester,1964,,,,,,,,,5.5,United Kingdom
599,The Rolling Stones,1964-09-08,Odeon Theatre,Colchester,1964,,,,,,,,,5.5,United Kingdom
600,The Rolling Stones,1964-09-09,Odeon Theatre,Luton,1964,,,,,,,,,5.5,United Kingdom
601,The Rolling Stones,1964-09-09,Odeon Theatre,Luton,1964,,,,,,,,,5.5,United Kingdom
602,The Rolling Stones,1964-09-10,Odeon Theatre,Cheltenham,1964,,,,,,,,,5.5,United Kingdom
603,The Rolling Stones,1964-09-10,Odeon Theatre,Cheltenham,1964,,,,,,,,,5.5,United Kingdom
604,The Rolling Stones,1964-09-11,Odeon Theatre,Cardiff,1964,,,,,,,,2300.0,5.5,United Kingdom
605,The Rolling Stones,1964-09-11,Odeon Theatre,Cardiff,1964,,,,,,,,2300.0,5.5,United Kingdom
606,The Rolling Stones,1964-09-13,Empire Theatre,Liverpool,1964,,,,,,,,2381.0,5.5,United Kingdom
607,The Rolling Stones,1964-09-13,Empire Theatre,Liverpool,1964,,,,,,,,2381.0,5.5,United Kingdom
608,The Rolling Stones,1964-09-14,ABC Theatre,Chester,1964,,,,,,,,,5.5,United States
609,The Rolling Stones,1964-09-14,ABC Theatre,Chester,1964,,,,,,,,,5.5,United States
610,The Rolling Stones,1964-09-15,Odeon Theatre,Manchester,1964,,,,,,,,2649.0,5.5,United Kingdom
611,The Rolling Stones,1964-09-15,Odeon Theatre,Manchester,1964,,,,,,,,2649.0,5.5,United Kingdom
612,The Rolling Stones,1964-09-16,ABC Theatre,Wigan,1964,,,,,,,,,5.5,United Kingdom
613,The Rolling Stones,1964-09-16,ABC Theatre,Wigan,1964,,,,,,,,,5.5,United Kingdom
614,The Rolling Stones,1964-09-17,ABC Theatre,Carlisle,1964,,,,,,,,,5.5,United Kingdom
615,The Rolling Stones,1964-09-17,ABC Theatre,Carlisle,1964,,,,,,,,,5.5,United Kingdom
616,The Rolling Stones,1964-09-18,Odeon Theatre,Newcastle,1964,,,,,,,,2600.0,5.5,United Kingdom
617,The Rolling Stones,1964-09-18,Odeon Theatre,Newcastle,1964,,,,,,,,2600.0,5.5,United Kingdom
618,The Rolling Stones,1964-09-19,Usher Hall,Edinburgh,1964,,,,,,,,2200.0,5.5,United Kingdom
619,The Rolling Stones,1964-09-19,Usher Hall,Edinburgh,1964,,,,,,,,2200.0,5.5,United Kingdom
620,The Rolling Stones,1964-09-20,ABC Theatre,Stockton-On-Tees,1964,"['Not Fade Away', 'Walking the Dog', 'I Just Want to Make Love to You', 'If You Need Me', 'Around and Around', 'I Wanna Be Your Man', ""I'm a King Bee"", 'You Can Make It If You Try', 'Carol', ""It's All Over Now"", 'Susie-Q', 'Can I Get a Witness']",Globe Theatre,"Stockton-on-Tees, England",U.K. Tour 1964,,,https://www.setlist.fm/setlist/the-rolling-stones/1964/globe-theatre-stockton-on-tees-england-6bc72272.html,,5.5,United Kingdom
621,The Rolling Stones,1964-09-20,ABC Theatre,Stockton-On-Tees,1964,"['Not Fade Away', 'Walking the Dog', 'I Just Want to Make Love to You', 'If You Need Me', 'Around and Around', 'I Wanna Be Your Man', ""I'm a King Bee"", 'You Can Make It If You Try', 'Carol', ""It's All Over Now"", 'Susie-Q', 'Can I Get a Witness']",Globe Theatre,"Stockton-on-Tees, England",U.K. Tour 1964,,,https://www.setlist.fm/setlist/the-rolling-stones/1964/globe-theatre-stockton-on-tees-england-6bc72272.html,,5.5,United Kingdom
622,The Rolling Stones,1964-09-21,ABC Theatre,Hull,1964,['Around and Around'],ABC Regal,"Kingston upon Hull, England",U.K. Tour 1964,,,https://www.setlist.fm/setlist/the-rolling-stones/1964/abc-regal-kingston-upon-hull-england-6bc72276.html,,5.5,United Kingdom
623,The Rolling Stones,1964-09-21,ABC Theatre,Hull,1964,['Around and Around'],ABC Regal,"Kingston upon Hull, England",U.K. Tour 1964,,,https://www.setlist.fm/setlist/the-rolling-stones/1964/abc-regal-kingston-upon-hull-england-6bc72276.html,,5.5,United Kingdom
624,The Rolling Stones,1964-09-22,ABC Theatre,Lincoln,1964,,,,,,,,,5.5,United States
625,The Rolling Stones,1964-09-22,ABC Theatre,Lincoln,1964,,,,,,,,,5.5,United States
626,The Rolling Stones,1964-09-24,Gaumont Theatre,Doncaster,1964,,,,,,,,,5.5,United Kingdom
627,The Rolling Stones,1964-09-24,Gaumont Theatre,Doncaster,1964,,,,,,,,2444.0,5.5,United Kingdom
628,The Rolling Stones,1964-09-25,Gaumont Theatre,Hanley,1964,,,,,,,,2500.0,5.5,United Kingdom
629,The Rolling Stones,1964-09-25,Gaumont Theatre,Hanley,1964,,,,,,,,2500.0,5.5,United Kingdom
630,The Rolling Stones,1964-09-26,Gaumont Theatre,Bradford,1964,,,,,,,,3394.0,5.5,United Kingdom
631,The Rolling Stones,1964-09-26,Gaumont Theatre,Bradford,1964,,,,,,,,3400.0,5.5,United Kingdom
632,The Rolling Stones,1964-09-27,Hippodrome,Birmingham,1964,,,,,,,,,5.5,United Kingdom
633,The Rolling Stones,1964-09-27,Hippodrome,Birmingham,1964,,,,,,,,,5.5,United Kingdom
634,The Rolling Stones,1964-09-28,Odeon Theatre,Romford,1964,,,,,,,,,5.5,United Kingdom
635,The Rolling Stones,1964-09-28,Odeon Theatre,Romford,1964,,,,,,,,,5.5,United Kingdom
636,The Rolling Stones,1964-09-29,Odeon Theatre,Guildford,1964,,,,,,,,,5.5,United Kingdom
637,The Rolling Stones,1964-09-29,Odeon Theatre,Guildford,1964,,,,,,,,,5.5,United Kingdom
638,The Rolling Stones,1964-10-01,Colston Hall,Bristol,1964,,,,,,,,2075.0,5.5,United Kingdom
639,The Rolling Stones,1964-10-01,Colston Hall,Bristol,1964,,,,,,,,2069.0,5.5,United Kingdom
640,The Rolling Stones,1964-10-02,Odeon Theatre,Exeter,1964,,,,,,,,,5.5,United Kingdom
641,The Rolling Stones,1964-10-02,Odeon Theatre,Exeter,1964,,,,,,,,,5.0,United Kingdom
642,The Rolling Stones,1964-10-03,"Regal Theatre, Edmonton",London,1964,,,,,,,,,5.5,United Kingdom
643,The Rolling Stones,1964-10-03,"Regal Theatre, Edmonton",London,1964,,,,,,,,,5.5,United Kingdom
644,The Rolling Stones,1964-10-04,Gaumont Theatre,Southampton,1964,,,,,,,,2300.0,5.5,United Kingdom
645,The Rolling Stones,1964-10-04,Gaumont Theatre,Southampton,1964,,,,,,,,2300.0,5.5,United Kingdom
646,The Rolling Stones,1964-10-05,Gaumont Theatre,Wolverhampton,1964,,,,,,,,2300.0,5.5,United Kingdom
647,The Rolling Stones,1964-10-05,Gaumont Theatre,Wolverhampton,1964,,,,,,,,2300.0,5.5,United Kingdom
648,The Rolling Stones,1964-10-06,Gaumont Theatre,Watford,1964,,,,,,,,,5.5,United Kingdom
649,The Rolling Stones,1964-10-06,Gaumont Theatre,Watford,1964,,,,,,,,,5.5,United Kingdom
650,The Rolling Stones,1964-10-08,"Odeon Theatre, Lewisham",London,1964,,,,,,,,2100.0,5.5,United Kingdom
651,The Rolling Stones,1964-10-08,"Odeon Theatre, Lewisham",London,1964,,,,,,,,2100.0,5.5,United Kingdom
652,The Rolling Stones,1964-10-09,Gaumont Theatre,Ipswich,1964,,,,,,,,2000.0,5.5,United Kingdom
653,The Rolling Stones,1964-10-09,Gaumont Theatre,Ipswich,1964,,,,,,,,2000.0,5.5,United Kingdom
654,The Rolling Stones,1964-10-10,Odeon Theatre,Southend,1964,,,,,,,,1604.0,5.5,United Kingdom
655,The Rolling Stones,1964-10-10,Odeon Theatre,Southend,1964,,,,,,,,1604.0,5.5,United Kingdom
656,The Rolling Stones,1964-10-11,Hippodrome,Brighton,1964,,,,,,,,,5.5,United Kingdom
657,The Rolling Stones,1964-10-11,Hippodrome,Brighton,1964,,,,,,,,,5.5,United Kingdom
658,The Rolling Stones,1964-10-20,L'Olympia,Paris,1964,"['Not Fade Away', 'Walking the Dog', 'If You Need Me', 'Carol', 'Time Is on My Side', 'Tell Me', 'Around and Around', ""It's All Over Now"", ""I'm All Right""]",L'Olympia Bruno Coquatrix,"Paris, France",,,,https://www.setlist.fm/setlist/the-rolling-stones/1964/lolympia-bruno-coquatrix-paris-france-33d6f42d.html,2000.0,5.5,France
659,The Rolling Stones,1964-10-24,Academy Of Music,New York City,1964,,,,,,,,3000.0,5.5,United States
660,The Rolling Stones,1964-10-24,Academy Of Music,New York City,1964,,,,,,,,3000.0,5.5,United States
661,The Rolling Stones,1964-10-26,Memorial Auditorium,Sacramento,1964,,,,,,,,3500.0,5.5,United States
662,The Rolling Stones,1964-10-29,Civic Auditorium,Santa Monica,1964,"['Not Fade Away', 'Around and Around', 'Off the Hook', 'Tell Me', ""It's All Over Now"", 'Time Is on My Side', 'I Just Want to Make Love to You', ""I'm All Right""]",Santa Monica Civic Auditorium,"Santa Monica, CA, USA",U.S. Tour (2nd Leg) 1964,,,https://www.setlist.fm/setlist/the-rolling-stones/1964/santa-monica-civic-auditorium-santa-monica-ca-3bd6f42c.html,3000.0,5.5,United States
663,The Rolling Stones,1964-10-31,Swing Auditorium,San Bernardino,1964,"['Not Fade Away', 'Time Is on My Side', ""I'm All Right"", ""It's All Over Now"", 'If You Need Me', 'Carol', ""I'm a King Bee"", 'Tell Me', ""Confessin' the Blues"", 'Around and Around']",Swing Auditorium,"San Bernardino, CA, USA",U.S. Tour (2nd Leg) 1964,,,https://www.setlist.fm/setlist/the-rolling-stones/1964/swing-auditorium-san-bernardino-ca-2bd6ecde.html,10000.0,5.5,United States
664,The Rolling Stones,1964-11-01,Civic Auditorium,Long Beach,1964,['Not Fade Away'],Municipal Auditorium,"Long Beach, CA, USA",U.S. Tour (2nd Leg) 1964,,,https://www.setlist.fm/setlist/the-rolling-stones/1964/municipal-auditorium-long-beach-ca-63c7220f.html,3000.0,5.5,United States
665,The Rolling Stones,1964-11-01,Balboa Park Bowl,San Diego,1964,['Not Fade Away'],Municipal Auditorium,"Long Beach, CA, USA",U.S. Tour (2nd Leg) 1964,,,https://www.setlist.fm/setlist/the-rolling-stones/1964/municipal-auditorium-long-beach-ca-63c7220f.html,3500.0,5.5,United States
666,The Rolling Stones,1964-11-03,Public Hall,Cleveland,1964,,,,,,,,10000.0,5.5,United States
667,The Rolling Stones,1964-11-04,Loew's Theatre,Providence,1964,,,,,,,,,5.5,United States
668,The Rolling Stones,1964-11-11,"Auditorium, Arena",Milwaukee,1964,,,,,,,,,5.5,United States
669,The Rolling Stones,1964-11-12,Memorial Coliseum,Fort Wayne,1964,,,,,,,,13200.0,5.5,United States
670,The Rolling Stones,1964-11-13,Hara Arena,Dayton,1964,,,,,,,,5500.0,5.5,United States
671,The Rolling Stones,1964-11-14,Memorial Auditorium,Louisville,1964,,,,,,,,6000.0,5.5,United States
672,The Rolling Stones,1964-11-14,Memorial Auditorium,Louisville,1964,,,,,,,,6000.0,5.5,United States
673,The Rolling Stones,1964-11-15,Arie Crown Theatre,Chicago,1964,,,,,,,,4400.0,5.5,United States
674,The Rolling Stones,1964-12-04,Fairfield Hall,Croydon,1964,,,,,,,,1500.0,5.5,United Kingdom
675,The Rolling Stones,1964-12-04,Fairfield Hall,Croydon,1964,,,,,,,,1500.0,5.5,United Kingdom
676,The Rolling Stones,1965-01-06,ABC Theatre,Belfast,1965,,,,,,,,,5.5,United Kingdom
677,The Rolling Stones,1965-01-06,ABC Theatre,Belfast,1965,,,,,,,,,5.5,United Kingdom
678,The Rolling Stones,1965-01-07,Adelphi Theatre,Dublin,1965,,,,,,,,,5.0,Éire / Ireland
679,The Rolling Stones,1965-01-07,Adelphi Theatre,Dublin,1965,,,,,,,,,5.0,Éire / Ireland
680,The Rolling Stones,1965-01-08,Savoy Theatre,Cork,1965,,,,,,,,,5.0,Éire / Ireland
681,The Rolling Stones,1965-01-08,Savoy Theatre,Cork,1965,,,,,,,,,5.0,Éire / Ireland
682,The Rolling Stones,1965-01-10,"ABC Commodore, Hammersmith",London,1965,,,,,,,,,5.5,United Kingdom
683,The Rolling Stones,1965-01-10,"ABC Commodore, Hammersmith",London,1965,,,,,,,,,5.5,United Kingdom
684,The Rolling Stones,1965-01-22,"Manufacturer’s Auditorium, Agricultural Hall",Sydney,1965,['Not Fade Away'],Manufacturer's Auditorium,"Sydney, Australia",Australasian Tour 1965,,,https://www.setlist.fm/setlist/the-rolling-stones/1965/manufacturers-auditorium-sydney-australia-63c73297.html,,5.5,Australia
685,The Rolling Stones,1965-01-22,"Manufacturer’s Auditorium, Agricultural Hall",Sydney,1965,['Not Fade Away'],Manufacturer's Auditorium,"Sydney, Australia",Australasian Tour 1965,,,https://www.setlist.fm/setlist/the-rolling-stones/1965/manufacturers-auditorium-sydney-australia-63c73297.html,,5.5,Australia
686,The Rolling Stones,1965-01-23,"Manufacturer’s Auditorium, Agricultural Hall",Sydney,1965,,,,,,,,,5.5,Australia
687,The Rolling Stones,1965-01-23,"Manufacturer’s Auditorium, Agricultural Hall",Sydney,1965,,,,,,,,,5.5,Australia
688,The Rolling Stones,1965-01-23,"Manufacturer’s Auditorium, Agricultural Hall",Sydney,1965,,,,,,,,,5.5,Australia
689,The Rolling Stones,1965-01-25,City Hall,Brisbane,1965,"['Not Fade Away', 'Walking the Dog', 'Under the Boardwalk', 'The Little Red Rooster', 'Around and Around', 'Heart of Stone', 'Time Is on My Side', ""It's All Over Now""]",Brisbane City Hall,"Brisbane, Australia",Australasian Tour 1965,,,https://www.setlist.fm/setlist/the-rolling-stones/1965/brisbane-city-hall-brisbane-australia-73c73295.html,,5.5,Australia
690,The Rolling Stones,1965-01-25,City Hall,Brisbane,1965,"['Not Fade Away', 'Walking the Dog', 'Under the Boardwalk', 'The Little Red Rooster', 'Around and Around', 'Heart of Stone', 'Time Is on My Side', ""It's All Over Now""]",Brisbane City Hall,"Brisbane, Australia",Australasian Tour 1965,,,https://www.setlist.fm/setlist/the-rolling-stones/1965/brisbane-city-hall-brisbane-australia-73c73295.html,,5.5,Australia
691,The Rolling Stones,1965-01-26,City Hall,Brisbane,1965,,,,,,,,,5.5,Australia
692,The Rolling Stones,1965-01-26,City Hall,Brisbane,1965,,,,,,,,,5.5,Australia
693,The Rolling Stones,1965-01-27,"Manufacturer’s Auditorium, Agricultural Hall",Sydney,1965,,,,,,,,,5.5,Australia
694,The Rolling Stones,1965-01-27,"Manufacturer’s Auditorium, Agricultural Hall",Sydney,1965,,,,,,,,,5.5,Australia
695,The Rolling Stones,1965-01-28,"Palais Theatre, St. Kilda",Melbourne,1965,,,,,,,,2896.0,5.5,Australia
696,The Rolling Stones,1965-01-28,"Palais Theatre, St. Kilda",Melbourne,1965,,,,,,,,2896.0,5.5,Australia
697,The Rolling Stones,1965-01-29,"Palais Theatre, St. Kilda",Melbourne,1965,,,,,,,,2896.0,5.5,Australia
698,The Rolling Stones,1965-01-29,"Palais Theatre, St. Kilda",Melbourne,1965,,,,,,,,2896.0,5.5,Australia
699,The Rolling Stones,1965-01-29,"Palais Theatre, St. Kilda",Melbourne,1965,,,,,,,,2896.0,5.5,Australia
700,The Rolling Stones,1965-02-01,Theatre Royal,Christchurch,1965,,,,,,,,,5.5,New Zealand / Aotearoa
701,The Rolling Stones,1965-02-01,Theatre Royal,Christchurch,1965,,,,,,,,,5.0,New Zealand / Aotearoa
702,The Rolling Stones,1965-02-02,Civic Theatre,Invercargill,1965,,,,,,,,,5.5,New Zealand / Aotearoa
703,The Rolling Stones,1965-02-02,Civic Theatre,Invercargill,1965,,,,,,,,,5.5,New Zealand / Aotearoa
704,The Rolling Stones,1965-02-03,Town Hall,Dunedin,1965,,,,,,,,,5.5,New Zealand / Aotearoa
705,The Rolling Stones,1965-02-03,Town Hall,Dunedin,1965,,,,,,,,,5.5,New Zealand / Aotearoa
706,The Rolling Stones,1965-02-06,Town Hall,Auckland,1965,,,,,,,,,5.5,New Zealand / Aotearoa
707,The Rolling Stones,1965-02-06,Town Hall,Auckland,1965,,,,,,,,,5.5,New Zealand / Aotearoa
708,The Rolling Stones,1965-02-06,Town Hall,Auckland,1965,,,,,,,,,5.5,New Zealand / Aotearoa
709,The Rolling Stones,1965-02-08,Town Hall,Wellington,1965,,,,,,,,,5.5,New Zealand / Aotearoa
710,The Rolling Stones,1965-02-08,Town Hall,Wellington,1965,,,,,,,,,5.5,New Zealand / Aotearoa
711,The Rolling Stones,1965-02-10,"Palais Theatre, St. Kilda",Melbourne,1965,,,,,,,,2896.0,5.5,Australia
712,The Rolling Stones,1965-02-10,"Palais Theatre, St. Kilda",Melbourne,1965,,,,,,,,2896.0,5.5,Australia
713,The Rolling Stones,1965-02-12,Centennial Hall,Adelaide,1965,,,,,,,,,5.5,Australia
714,The Rolling Stones,1965-02-12,Centennial Hall,Adelaide,1965,,,,,,,,,5.5,Australia
715,The Rolling Stones,1965-02-13,Capitol Theatre,Perth,1965,,,,,,,,,5.5,Australia
716,The Rolling Stones,1965-02-13,Capitol Theatre,Perth,1965,,,,,,,,,5.5,Australia
717,The Rolling Stones,1965-02-13,Capitol Theatre,Perth,1965,,,,,,,,,5.5,Australia
718,The Rolling Stones,1965-02-16,Badminton Stadium,Singapore,1965,,,,,,,,,5.0,Singapore
719,The Rolling Stones,1965-02-16,Badminton Stadium,Singapore,1965,,,,,,,,,5.0,Singapore
720,The Rolling Stones,1965-03-05,"Regal Theatre, Edmonton",London,1965,"['Everybody Needs Somebody to Love', 'Pain in My Heart', 'Down the Road Apiece', 'Time Is on My Side', ""I'm All Right"", 'The Little Red Rooster', 'Route 66', ""I'm Movin' On"", 'The Last Time']",Regal Theatre,"London, England",Winter/Spring 1965 British Tour,,,https://www.setlist.fm/setlist/the-rolling-stones/1965/regal-theatre-london-england-3bd6f420.html,2300.0,5.5,United Kingdom
721,The Rolling Stones,1965-03-05,"Regal Theatre, Edmonton",London,1965,"['Everybody Needs Somebody to Love', 'Pain in My Heart', 'Down the Road Apiece', 'Time Is on My Side', ""I'm All Right"", 'The Little Red Rooster', 'Route 66', ""I'm Movin' On"", 'The Last Time']",Regal Theatre,"London, England",Winter/Spring 1965 British Tour,,,https://www.setlist.fm/setlist/the-rolling-stones/1965/regal-theatre-london-england-3bd6f420.html,2300.0,5.5,United Kingdom
722,The Rolling Stones,1965-03-06,Empire Theatre,Liverpool,1965,,,,,,,,2381.0,5.5,United Kingdom
723,The Rolling Stones,1965-03-06,Empire Theatre,Liverpool,1965,,,,,,,,2381.0,5.5,United Kingdom
724,The Rolling Stones,1965-03-07,Palace Theatre,Manchester,1965,"['Everybody Needs Somebody to Love', 'Pain in My Heart', 'Down the Road Apiece', 'Time Is on My Side', ""I'm All Right"", 'The Little Red Rooster', 'Route 66', 'The Last Time', ""I'm Movin' On""]",Palace Theatre,"Manchester, England",Winter/Spring 1965 British Tour,,,https://www.setlist.fm/setlist/the-rolling-stones/1965/palace-theatre-manchester-england-1bc72d6c.html,,5.5,United Kingdom
725,The Rolling Stones,1965-03-07,Palace Theatre,Manchester,1965,"['Everybody Needs Somebody to Love', 'Pain in My Heart', 'Down the Road Apiece', 'Time Is on My Side', ""I'm All Right"", 'The Little Red Rooster', 'Route 66', 'The Last Time', ""I'm Movin' On""]",Palace Theatre,"Manchester, England",Winter/Spring 1965 British Tour,,,https://www.setlist.fm/setlist/the-rolling-stones/1965/palace-theatre-manchester-england-1bc72d6c.html,1955.0,5.5,United Kingdom
726,The Rolling Stones,1965-03-08,Futurist Theatre,Scarborough,1965,,,,,,,,,5.5,United Kingdom
727,The Rolling Stones,1965-03-08,Futurist Theatre,Scarborough,1965,,,,,,,,,5.5,United Kingdom
728,The Rolling Stones,1965-03-09,Odeon Theatre,Sunderland,1965,,,,,,,,,5.5,United Kingdom
729,The Rolling Stones,1965-03-09,Odeon Theatre,Sunderland,1965,,,,,,,,,5.5,United Kingdom
730,The Rolling Stones,1965-03-10,ABC Theatre,Huddersfield,1965,,,,,,,,,5.5,United Kingdom
731,The Rolling Stones,1965-03-10,ABC Theatre,Huddersfield,1965,,,,,,,,,5.5,United Kingdom
732,The Rolling Stones,1965-03-11,City Hall,Sheffield,1965,,,,,,,,,5.5,United Kingdom
733,The Rolling Stones,1965-03-11,City Hall,Sheffield,1965,,,,,,,,,5.5,United Kingdom
734,The Rolling Stones,1965-03-12,Trocadero Theatre,Leicester,1965,"['The Little Red Rooster', 'The Last Time', 'Time Is on My Side', 'Pain in My Heart', ""I'm All Right"", 'Everybody Needs Somebody to Love', 'Route 66', 'Down the Road Apiece']",Trocadero Ballroom,"Leicester, England",Winter/Spring 1965 British Tour,,,https://www.setlist.fm/setlist/the-rolling-stones/1965/trocadero-ballroom-leicester-england-1bc72d58.html,,5.5,United Kingdom
735,The Rolling Stones,1965-03-12,Trocadero Theatre,Leicester,1965,"['The Little Red Rooster', 'The Last Time', 'Time Is on My Side', 'Pain in My Heart', ""I'm All Right"", 'Everybody Needs Somebody to Love', 'Route 66', 'Down the Road Apiece']",Trocadero Ballroom,"Leicester, England",Winter/Spring 1965 British Tour,,,https://www.setlist.fm/setlist/the-rolling-stones/1965/trocadero-ballroom-leicester-england-1bc72d58.html,,5.5,United Kingdom
736,The Rolling Stones,1965-03-13,Granada Theatre,Rugby,1965,['The Last Time'],Granada Theatre,"Rugby, England",Winter/Spring 1965 British Tour,,,https://www.setlist.fm/setlist/the-rolling-stones/1965/granada-theatre-rugby-england-23c614c3.html,,5.5,United Kingdom
737,The Rolling Stones,1965-03-13,Granada Theatre,Rugby,1965,['The Last Time'],Granada Theatre,"Rugby, England",Winter/Spring 1965 British Tour,,,https://www.setlist.fm/setlist/the-rolling-stones/1965/granada-theatre-rugby-england-23c614c3.html,,5.5,United Kingdom
738,The Rolling Stones,1965-03-14,Odeon Theatre,Rochester,1965,['I Wanna Be Your Man'],Odeon Theatre,"Rochester, England",Winter/Spring 1965 British Tour,,,https://www.setlist.fm/setlist/the-rolling-stones/1965/odeon-theatre-rochester-england-13c72d5d.html,,5.5,United States
739,The Rolling Stones,1965-03-14,Odeon Theatre,Rochester,1965,['I Wanna Be Your Man'],Odeon Theatre,"Rochester, England",Winter/Spring 1965 British Tour,,,https://www.setlist.fm/setlist/the-rolling-stones/1965/odeon-theatre-rochester-england-13c72d5d.html,,5.5,United States
740,The Rolling Stones,1965-03-15,Odeon Theatre,Guildford,1965,,,,,,,,,5.5,United Kingdom
741,The Rolling Stones,1965-03-15,Odeon Theatre,Guildford,1965,,,,,,,,,5.5,United Kingdom
742,The Rolling Stones,1965-03-16,Granada Theatre,Greenford,1965,,,,,,,,,5.5,United Kingdom
743,The Rolling Stones,1965-03-16,Granada Theatre,Greenford,1965,,,,,,,,,5.5,United Kingdom
744,The Rolling Stones,1965-03-17,Odeon Theatre,Southend,1965,,,,,,,,1604.0,5.5,United Kingdom
745,The Rolling Stones,1965-03-17,Odeon Theatre,Southend,1965,,,,,,,,1604.0,5.5,United Kingdom
746,The Rolling Stones,1965-03-18,ABC Theatre,Romford,1965,,,,,,,,,5.5,United Kingdom
747,The Rolling Stones,1965-03-18,ABC Theatre,Romford,1965,,,,,,,,,5.5,United Kingdom
748,The Rolling Stones,1965-03-26,Fyns Forum,Odense,1965,,,,,,,,,5.0,Danmark
749,The Rolling Stones,1965-03-26,Fyns Forum,Odense,1965,,,,,,,,,5.0,Danmark
750,The Rolling Stones,1965-03-28,"Koncert Sal, Tivoli Gardens",Copenhagen,1965,,,,,,,,,5.5,Danmark
751,The Rolling Stones,1965-03-28,"Koncert Sal, Tivoli Gardens",Copenhagen,1965,,,,,,,,,5.5,Danmark
752,The Rolling Stones,1965-03-30,"Koncert Sal, Tivoli Gardens",Copenhagen,1965,,,,,,,,,5.5,Danmark
753,The Rolling Stones,1965-03-30,"Koncert Sal, Tivoli Gardens",Copenhagen,1965,,,,,,,,,5.5,Danmark
754,The Rolling Stones,1965-03-31,Masshallen,Gothenburg,1965,"['Everybody Needs Somebody to Love', 'Tell Me', 'Around and Around', 'Time Is on My Side', ""It's All Over Now"", 'The Little Red Rooster', 'Route 66', 'The Last Time']",Maashallen,"Gothenburg, Sweden",European Tour 1965,,,https://www.setlist.fm/setlist/the-rolling-stones/1965/maashallen-gothenburg-sweden-33d6f425.html,,5.5,Sverige
755,The Rolling Stones,1965-03-31,Masshallen,Gothenburg,1965,"['Everybody Needs Somebody to Love', 'Tell Me', 'Around and Around', 'Time Is on My Side', ""It's All Over Now"", 'The Little Red Rooster', 'Route 66', 'The Last Time']",Maashallen,"Gothenburg, Sweden",European Tour 1965,,,https://www.setlist.fm/setlist/the-rolling-stones/1965/maashallen-gothenburg-sweden-33d6f425.html,,5.5,Sverige
756,The Rolling Stones,1965-04-01,Kungliga Tennishallen,Stockholm,1965,"['Everybody Needs Somebody to Love', 'Pain in My Heart', 'Time Is on My Side', 'I Just Want to Make Love to You', 'Tell Me', 'Route 66', 'The Little Red Rooster', 'Around and Around', ""It's All Over Now"", 'The Last Time']",Kungliga Tennishallen,"Stockholm, Sweden",European Tour 1965,,,https://www.setlist.fm/setlist/the-rolling-stones/1965/kungliga-tennishallen-stockholm-sweden-63f7eea3.html,5000.0,5.5,Sverige
757,The Rolling Stones,1965-04-01,Kungliga Tennishallen,Stockholm,1965,"['Everybody Needs Somebody to Love', 'Pain in My Heart', 'Time Is on My Side', 'I Just Want to Make Love to You', 'Tell Me', 'Route 66', 'The Little Red Rooster', 'Around and Around', ""It's All Over Now"", 'The Last Time']",Kungliga Tennishallen,"Stockholm, Sweden",European Tour 1965,,,https://www.setlist.fm/setlist/the-rolling-stones/1965/kungliga-tennishallen-stockholm-sweden-63f7eea3.html,5000.0,5.5,Sverige
758,The Rolling Stones,1965-04-02,Kungliga Tennishallen,Stockholm,1965,"['Everybody Needs Somebody to Love', 'Tell Me', 'Around and Around', 'The Little Red Rooster', 'The Last Time']",Kungliga Tennishallen,"Stockholm, Sweden",European Tour 1965,,,https://www.setlist.fm/setlist/the-rolling-stones/1965/kungliga-tennishallen-stockholm-sweden-5bc72fb0.html,5000.0,5.5,Sverige
759,The Rolling Stones,1965-04-02,Kungliga Tennishallen,Stockholm,1965,"['Everybody Needs Somebody to Love', 'Tell Me', 'Around and Around', 'The Little Red Rooster', 'The Last Time']",Kungliga Tennishallen,"Stockholm, Sweden",European Tour 1965,,,https://www.setlist.fm/setlist/the-rolling-stones/1965/kungliga-tennishallen-stockholm-sweden-5bc72fb0.html,5000.0,5.5,Sverige
760,The Rolling Stones,1965-04-16,L’Olympia,Paris,1965,,,,,,,,2000.0,5.5,France
761,The Rolling Stones,1965-04-17,L’Olympia,Paris,1965,"['Everybody Needs Somebody to Love', 'Around and Around', 'Off the Hook', 'Time Is on My Side', 'Carol', ""It's All Over Now"", 'The Little Red Rooster', 'Route 66', 'Everybody Needs Somebody to Love', 'The Last Time', ""I'm All Right"", 'Hey Crawdaddy']",L'Olympia Bruno Coquatrix,"Paris, France",European Tour 1965,,,https://www.setlist.fm/setlist/the-rolling-stones/1965/lolympia-bruno-coquatrix-paris-france-53c72fb5.html,2000.0,5.5,France
